"Previsioni regionali della popolazione residente per sesso, età e regione - base 1.1.2024 - Anni 2024/2080"
"Regione: Sicilia"
"Anno";"Sesso";"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
2024;Femmine;97;1447;1447;1447;1447;1447;1447;1447;
2024;Femmine;98;1021;1021;1021;1021;1021;1021;1021;
2024;Femmine;99;739;739;739;739;739;739;739;
2024;Femmine;100;419;419;419;419;419;419;419;
2024;Femmine;101;271;271;271;271;271;271;271;
2024;Femmine;102;167;167;167;167;167;167;167;
2024;Femmine;103;97;97;97;97;97;97;97;
2024;Femmine;104;54;54;54;54;54;54;54;
2024;Femmine;105;28;28;28;28;28;28;28;
2024;Femmine;106;14;14;14;14;14;14;14;
2024;Femmine;107;6;6;6;6;6;6;6;
2024;Femmine;108;3;3;3;3;3;3;3;
2024;Femmine;109;1;1;1;1;1;1;1;
2024;Femmine;110 e oltre;1;1;1;1;1;1;1;
2024;Femmine;Totale;2457893;2457893;2457893;2457893;2457893;2457893;2457893;
2024;Totale;0;35422;35422;35422;35422;35422;35422;35422;
2024;Totale;1;37007;37007;37007;37007;37007;37007;37007;
2024;Totale;2;37557;37557;37557;37557;37557;37557;37557;
2024;Totale;3;38071;38071;38071;38071;38071;38071;38071;
2024;Totale;4;39079;39079;39079;39079;39079;39079;39079;
2024;Totale;5;40729;40729;40729;40729;40729;40729;40729;
2024;Totale;6;41547;41547;41547;41547;41547;41547;41547;
2024;Totale;7;41624;41624;41624;41624;41624;41624;41624;
2024;Totale;8;42926;42926;42926;42926;42926;42926;42926;
2024;Totale;9;43994;43994;43994;43994;43994;43994;43994;
2024;Totale;10;43284;43284;43284;43284;43284;43284;43284;
2024;Totale;11;45458;45458;45458;45458;45458;45458;45458;
2024;Totale;12;45835;45835;45835;45835;45835;45835;45835;
2024;Totale;13;47194;47194;47194;47194;47194;47194;47194;
2024;Totale;14;48226;48226;48226;48226;48226;48226;48226;
2024;Totale;15;49168;49168;49168;49168;49168;49168;49168;
2024;Totale;16;49060;49060;49060;49060;49060;49060;49060;
2024;Totale;17;50358;50358;50358;50358;50358;50358;50358;
2024;Totale;18;51694;51694;51694;51694;51694;51694;51694;
2024;Totale;19;52794;52794;52794;52794;52794;52794;52794;
2024;Totale;20;51142;51142;51142;51142;51142;51142;51142;
2024;Totale;21;50782;50782;50782;50782;50782;50782;50782;
2024;Totale;22;51268;51268;51268;51268;51268;51268;51268;
2024;Totale;23;51929;51929;51929;51929;51929;51929;51929;
2024;Totale;24;52091;52091;52091;52091;52091;52091;52091;
2024;Totale;25;51067;51067;51067;51067;51067;51067;51067;
2024;Totale;26;50661;50661;50661;50661;50661;50661;50661;
2024;Totale;27;50751;50751;50751;50751;50751;50751;50751;
2024;Totale;28;50702;50702;50702;50702;50702;50702;50702;
2024;Totale;29;51617;51617;51617;51617;51617;51617;51617;
2024;Totale;30;53149;53149;53149;53149;53149;53149;53149;
2024;Totale;31;55311;55311;55311;55311;55311;55311;55311;
2024;Totale;32;54803;54803;54803;54803;54803;54803;54803;
2024;Totale;33;55745;55745;55745;55745;55745;55745;55745;
2024;Totale;34;55985;55985;55985;55985;55985;55985;55985;
2024;Totale;35;56836;56836;56836;56836;56836;56836;56836;
2024;Totale;36;55732;55732;55732;55732;55732;55732;55732;
2024;Totale;37;56196;56196;56196;56196;56196;56196;56196;
2024;Totale;38;56934;56934;56934;56934;56934;56934;56934;
2024;Totale;39;58269;58269;58269;58269;58269;58269;58269;
2024;Totale;40;57685;57685;57685;57685;57685;57685;57685;
2024;Totale;41;59781;59781;59781;59781;59781;59781;59781;
2024;Totale;42;60053;60053;60053;60053;60053;60053;60053;
2024;Totale;43;62268;62268;62268;62268;62268;62268;62268;
2024;Totale;44;63029;63029;63029;63029;63029;63029;63029;
2024;Totale;45;64936;64936;64936;64936;64936;64936;64936;
2024;Totale;46;65798;65798;65798;65798;65798;65798;65798;
2024;Totale;47;69050;69050;69050;69050;69050;69050;69050;
2024;Totale;48;70811;70811;70811;70811;70811;70811;70811;
2024;Totale;49;73240;73240;73240;73240;73240;73240;73240;
2024;Totale;50;71913;71913;71913;71913;71913;71913;71913;
2024;Totale;51;72386;72386;72386;72386;72386;72386;72386;
2024;Totale;52;73880;73880;73880;73880;73880;73880;73880;
2024;Totale;53;72995;72995;72995;72995;72995;72995;72995;
2024;Totale;54;75265;75265;75265;75265;75265;75265;75265;
2024;Totale;55;74296;74296;74296;74296;74296;74296;74296;
2024;Totale;56;74936;74936;74936;74936;74936;74936;74936;
2024;Totale;57;74333;74333;74333;74333;74333;74333;74333;
2024;Totale;58;73621;73621;73621;73621;73621;73621;73621;
2024;Totale;59;75460;75460;75460;75460;75460;75460;75460;
2024;Totale;60;71346;71346;71346;71346;71346;71346;71346;
2024;Totale;61;70871;70871;70871;70871;70871;70871;70871;
2024;Totale;62;68815;68815;68815;68815;68815;68815;68815;
2024;Totale;63;68825;68825;68825;68825;68825;68825;68825;
2024;Totale;64;65174;65174;65174;65174;65174;65174;65174;
2024;Totale;65;62840;62840;62840;62840;62840;62840;62840;
2024;Totale;66;62484;62484;62484;62484;62484;62484;62484;
2024;Totale;67;60702;60702;60702;60702;60702;60702;60702;
2024;Totale;68;60114;60114;60114;60114;60114;60114;60114;
2024;Totale;69;59435;59435;59435;59435;59435;59435;59435;
2024;Totale;70;54296;54296;54296;54296;54296;54296;54296;
2024;Totale;71;53213;53213;53213;53213;53213;53213;53213;
2024;Totale;72;52037;52037;52037;52037;52037;52037;52037;
2024;Totale;73;53043;53043;53043;53043;53043;53043;53043;
2024;Totale;74;52727;52727;52727;52727;52727;52727;52727;
2024;Totale;75;53550;53550;53550;53550;53550;53550;53550;
2024;Totale;76;51884;51884;51884;51884;51884;51884;51884;
2024;Totale;77;46392;46392;46392;46392;46392;46392;46392;
2024;Totale;78;38424;38424;38424;38424;38424;38424;38424;
2024;Totale;79;35819;35819;35819;35819;35819;35819;35819;
2024;Totale;80;32936;32936;32936;32936;32936;32936;32936;
2024;Totale;81;31617;31617;31617;31617;31617;31617;31617;
2024;Totale;82;30477;30477;30477;30477;30477;30477;30477;
2024;Totale;83;32992;32992;32992;32992;32992;32992;32992;
2024;Totale;84;30051;30051;30051;30051;30051;30051;30051;
2024;Totale;85;26933;26933;26933;26933;26933;26933;26933;
2024;Totale;86;22359;22359;22359;22359;22359;22359;22359;
2024;Totale;87;19926;19926;19926;19926;19926;19926;19926;
2024;Totale;88;17899;17899;17899;17899;17899;17899;17899;
2024;Totale;89;15895;15895;15895;15895;15895;15895;15895;
2024;Totale;90;13389;13389;13389;13389;13389;13389;13389;
2024;Totale;91;10481;10481;10481;10481;10481;10481;10481;
2024;Totale;92;8675;8675;8675;8675;8675;8675;8675;
2024;Totale;93;7324;7324;7324;7324;7324;7324;7324;
2024;Totale;94;4933;4933;4933;4933;4933;4933;4933;
2024;Totale;95;3687;3687;3687;3687;3687;3687;3687;
2024;Totale;96;2549;2549;2549;2549;2549;2549;2549;
2024;Totale;97;1893;1893;1893;1893;1893;1893;1893;
2024;Totale;98;1298;1298;1298;1298;1298;1298;1298;
2024;Totale;99;966;966;966;966;966;966;966;
2024;Totale;100;546;546;546;546;546;546;546;
2024;Totale;101;348;348;348;348;348;348;348;
2024;Totale;102;211;211;211;211;211;211;211;
2024;Totale;103;122;122;122;122;122;122;122;
2024;Totale;104;66;66;66;66;66;66;66;
2024;Totale;105;34;34;34;34;34;34;34;
2024;Totale;106;16;16;16;16;16;16;16;
2024;Totale;107;7;7;7;7;7;7;7;
2024;Totale;108;3;3;3;3;3;3;3;
2024;Totale;109;1;1;1;1;1;1;1;
2024;Totale;110 e oltre;1;1;1;1;1;1;1;
2024;Totale;Totale;4797359;4797359;4797359;4797359;4797359;4797359;4797359;
2025;Maschi;0;16890;16988;17143;17311;17489;17650;17748;
2025;Maschi;1;18174;18179;18186;18195;18204;18212;18215;
2025;Maschi;2;19291;19296;19302;19309;19317;19323;19327;
